id,Number,sentiment,text
193,15866,0,"Casting to and from at::Half on CPU is not supported yet. Traceback (most recent call last):
  File ""/home/tcl/PycharmProjects/caffe2/mnist_caffe2.py"", line 278, in <module>
    workspace.CreateNet(train_model.net, overwrite=False)
  File ""/usr/local/lib/python2.7/dist-packages/caffe2/python/workspace.py"", line 171, in CreateNet
    StringifyProto(net), overwrite,
  File ""/usr/local/lib/python2.7/dist-packages/caffe2/python/workspace.py"", line 197, in CallWithExceptionIntercept
    return func(*args, **kwargs)
RuntimeError: [enforce fail at cast_op.cc:69] . Casting to and from at::Half on CPU is not supported yet
frame #0: c10::ThrowEnforceNotMet(char const*, int, char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, void const*) + 0x78 (0x7f234572e408 in /usr/local/lib/python2.7/dist-packages/caffe2/python/../../torch/lib/libc10.so)
frame #1: <unknown function> + 0x1636612 (0x7f2346f74612 in /usr/local/lib/python2.7/dist-packages/caffe2/python/../../torch/lib/libcaffe2.so)
frame #2: <unknown function> + 0x163e3c8 (0x7f2346f7c3c8 in /usr/local/lib/python2.7/dist-packages/caffe2/python/../../torch/lib/libcaffe2.so)
frame #3: <unknown function> + 0x163e55e (0x7f2346f7c55e in /usr/local/lib/python2.7/dist-packages/caffe2/python/../../torch/lib/libcaffe2.so)
frame #4: std::_Function_handler<std::unique_ptr<caffe2::OperatorBase, std::default_delete<caffe2::OperatorBase> > (caffe2::OperatorDef const&, caffe2::Workspace*), std::unique_ptr<caffe2::OperatorBase, std::default_delete<caffe2::OperatorBase> > (*)(caffe2::OperatorDef const&, caffe2::Workspace*)>::_M_invoke(std::_Any_data const&, caffe2::OperatorDef const&, caffe2::Workspace*&&) + 0x23 (0x7f2348971803 in /usr/local/lib/python2.7/dist-packages/caffe2/python/caffe2_pybind11_state.so)
frame #5: <unknown function> + 0x13efc1c (0x7f2346d2dc1c in /usr/local/lib/python2.7/dist-packages/caffe2/python/../../torch/lib/libcaffe2.so)
frame #6: <unknown function> + 0x13f2aaa (0x7f2346d30aaa in /usr/local/lib/python2.7/dist-packages/caffe2/python/../../torch/lib/libcaffe2.so)
frame #7: caffe2::CreateOperator(caffe2::OperatorDef const&, caffe2::Workspace*, int) + 0x3b9 (0x7f2346d30f29 in /usr/local/lib/python2.7/dist-packages/caffe2/python/../../torch/lib/libcaffe2.so)
frame #8: caffe2::SimpleNet::SimpleNet(std::shared_ptr<caffe2::NetDef const> const&, caffe2::Workspace*) + 0x295 (0x7f2346d27b75 in /usr/local/lib/python2.7/dist-packages/caffe2/python/../../torch/lib/libcaffe2.so)
frame #9: <unknown function> + 0x13ebf2e (0x7f2346d29f2e in /usr/local/lib/python2.7/dist-packages/caffe2/python/../../torch/lib/libcaffe2.so)
frame #10: <unknown function> + 0x13ce563 (0x7f2346d0c563 in /usr/local/lib/python2.7/dist-packages/caffe2/python/../../torch/lib/libcaffe2.so)
frame #11: caffe2::CreateNet(std::shared_ptr<caffe2::NetDef const> const&, caffe2::Workspace*) + 0x47d (0x7f2346cffc4d in /usr/local/lib/python2.7/dist-packages/caffe2/python/../../torch/lib/libcaffe2.so)
frame #12: caffe2::Workspace::CreateNet(std::shared_ptr<caffe2::NetDef const> const&, bool) + 0xfd (0x7f2346d6e1dd in /usr/local/lib/python2.7/dist-packages/caffe2/python/../../torch/lib/libcaffe2.so)
frame #13: caffe2::Workspace::CreateNet(caffe2::NetDef const&, bool) + 0x91 (0x7f2346d6f371 in /usr/local/lib/python2.7/dist-packages/caffe2/python/../../torch/lib/libcaffe2.so)
frame #14: <unknown function> + 0x4e616 (0x7f234896a616 in /usr/local/lib/python2.7/dist-packages/caffe2/python/caffe2_pybind11_state.so)
frame #15: <unknown function> + 0x4e8dc (0x7f234896a8dc in /usr/local/lib/python2.7/dist-packages/caffe2/python/caffe2_pybind11_state.so)
frame #16: <unknown function> + 0x86831 (0x7f23489a2831 in /usr/local/lib/python2.7/dist-packages/caffe2/python/caffe2_pybind11_state.so)
frame #17: PyEval_EvalFrameEx + 0x695b (0x55e76d2878db in /usr/bin/python2.7)
frame #18: PyEval_EvalCodeEx + 0x6da (0x55e76d27ed0a in /usr/bin/python2.7)
frame #19: PyEval_EvalFrameEx + 0x5cb8 (0x55e76d286c38 in /usr/bin/python2.7)
frame #20: PyEval_EvalCodeEx + 0x6da (0x55e76d27ed0a in /usr/bin/python2.7)
frame #21: PyEval_EvalFrameEx + 0x567e (0x55e76d2865fe in /usr/bin/python2.7)
frame #22: PyEval_EvalCodeEx + 0x6da (0x55e76d27ed0a in /usr/bin/python2.7)
frame #23: PyEval_EvalCode + 0x19 (0x55e76d27e629 in /usr/bin/python2.7)
frame #24: <unknown function> + 0x12461f (0x55e76d2af61f in /usr/bin/python2.7)
frame #25: PyRun_FileExFlags + 0x82 (0x55e76d2aa322 in /usr/bin/python2.7)
frame #26: PyRun_SimpleFileExFlags + 0x18d (0x55e76d2a967d in /usr/bin/python2.7)
frame #27: Py_Main + 0x68b (0x55e76d2581ab in /usr/bin/python2.7)
frame #28: __libc_start_main + 0xe7 (0x7f2367bf4b97 in /lib/x86_64-linux-gnu/libc.so.6)
frame #29: _start + 0x2a (0x55e76d257a2a in /usr/bin/python2.7)"
360,11978,0,"[Caffe2] Attempting to install Caffe2 in Google Colab. ## Issue description

Hello, I'm trying to install Caffe2 in Google Colab so I can work with Detectron.
I've tried installing from Source however it takes too long (more than 2 hours) so it is impractical for Colab. Thus, I'm forced to install from binaries using Anaconda.

I install anaconda without much issues.



However, I'm trying to follow the [recommendation](https://caffe2.ai/docs/faq.html#why-is-caffe2-not-working-as-expected-in-anaconda) to install Caffe2 on a different environment than the base one.
I manage to create the environment just fine, however, trying to activate it does not work. In particular using:  seems to do nothing. So it seems that's out.

So, I go and install Caffe2 using the base anaconda environment. First, I have to add some code to add the anaconda binaries to the PATH, as it seems the usual way to assign environmental variables in Colab seem to not work.

Then installation as usual:


It installs without any issues. However, when trying to run the test code:

It returns:


I understand this is probably some PYTHONPATH [issue](https://github.com/facebookresearch/Detectron/blob/master/INSTALL.md#caffe2), however, I can't seem to find the ""build"" folder in caffe2.
If I search for caffe2 directory ()  after installing I only get the following results:

If I search in the directories of each result I get:

ls /root/anaconda2/pkgs/caffe2-cuda9.0-cudnn7-0.8.dev-py27_2018.08.26/lib/python2.7/site-packages/caffe2:

ls /root/anaconda2/pkgs/caffe2-cuda9.0-cudnn7-0.8.dev-py27_2018.08.26/include/caffe2:

ls /root/anaconda2/lib/python2.7/site-packages/caffe2:

ls /root/anaconda2/include/caffe2:

None of them has a build directory.

So finally I have some questions:

- **Was the Caffe2 installation successful?** I wonder given that I cannot find the 'build' directory.
- **Is this only a PYTHONPATH variable issue?** If so, to which folder should I point it?

I'm sorry if the question is noobish. But I'm a bit stuck. Thanks in advance!

### System Settings

- PyTorch or Caffe2: Caffe2
- How you installed PyTorch (conda, pip, source): conda
- Build command you used (if compiling from source):
- OS: Linux, whatever Colab's using.
- PyTorch version:
- Python version: 2.7
- CUDA/cuDNN version: 9.0 and 7.0
- GPU models and configuration:  Tesla K80
- GCC version (if compiling from source):
- CMake version:
- Versions of any other relevant libraries:
"
398,15764,0,"torch.argsort descends wrongly. ## 🐛 Bug
given a large amount of numbers (say, a list containing 32768 numbers), I found that the argsort behaves wrongly when setting the descend=False.
## To Reproduce
I want to calculate the similarity of word embeddings, and I managed to achieve that by batched-similarity calculation. I expect the most similarity to an embedding should be itself, thus the highest rank should be 1,2... accordingly, and vice versa. 
now say we have torch.tensor object  (in shape batch_size * 32768), I want to extract top similarities along the last dimension.

the code gives the result of:

> get_top = torch.argsort(similarity, dim=1)
> [20485, 30807, 27706,  ...,   117,     6,     **1**],
>  [29628, 16835, 23989,  ...,  6773, 10377,     **2**],
>    ...,
>  [30120, 23853, 24914,  ...,   118,    50,    **47**],
>  [23528, 23663, 25283,  ...,    78,    77,    **48**],
>  [31738, 17062, 29731,  ...,  1240,    79,    **49**]

while:

> top8 = torch.argsort(similarity, dim=1, descending=True)
> tensor([[**21820**, 21822, 21816,  ..., 10909, 10910, 32725],
>         [**32497**, 28158, 20713,  ..., 14889, 12632, 16177],
>         [**17110**, 17460, 18861,  ..., 14628, 12113,    18],
>         ...,
>         [**22335**, 21440, 26360,  ..., 14870,  8292, 13842],
>         [**20379**, 16479, 28973,  ..., 11770, 11327, 13454],
>         [**23388**, 19492, 16577,  ...,  7874,  5219, 13230]])
the bold part implys the main problems. and I assume it's not simply because of the accuracy of float numebrs.
## Expected behavior
> top8 = torch.argsort(similarity, dim=1, descending=True)
> tensor([
>         [**1**,  blablabla ],
>         [**2**, blablabla],
>         ...,
>         [**47**, blablabla],
>         [**48**, blablabla],
>         [**49**, blablabla]])
<!-- A clear and concise description of what you expected to happen. -->

## Environment
 - PyTorch Version: 1.0 stable
 - OS (e.g., Linux): Linux
 - How you installed PyTorch (, , source): pip install
 - Python version: 3.6.3

"
160,25515,0,"ONNX export failed on ATen operator upsample_bilinear2d. ## 🐛 Bug

When I use torch.onnx.export , I met opset support problem:


## To Reproduce

Steps to reproduce the behavior:

1. pytorch inference file
2. change the output to onnx.export

## Environment

 - PyTorch Version (e.g., 1.0): 1.2
 - OS (e.g., Linux): Centos
 - How you installed PyTorch (, , source): Conda
 - Build command you used (if compiling from source): 
 - Python version: 3.7.3
 - CUDA/cuDNN version: 10/7.6
 - Any other relevant information: pytorch model is trained by pytorch 1.0.0
"
439,31248,0,"RuntimeError: cholesky_cuda: For batch 0: U(6,6) is zero, singular U.. ## 🐛 Bug when using 
Hi, I always get this RuntimeError during my training process:

##  Reproduce
There is a KL-loss term in my loss function, and I assume the two distributions are multivariate normal distributions, so I calculated it as follows:

## Environment
Here is my package version:
 - PyTorch 1.3.1  
 - Ubuntu 18.04
 - CUDA 9.2.148 with cuDNN 7.6.3_0 

## Additional 
I find my KL-loss falls in the range from 1e-6 to 1e-5.

 Any ideas to solve this problem? thx
"
222,18701,0,"[MSVC] Caffe2-Debug Static Size Too Big LNK1248. ## 🐛 Bug

pytorch-Debug-build\lib\Debug\caffe2-Debug.lib: fatal error LNK1248: image size (10007FE9E) exceeds maximum allowable size (FFFFFFFF)
## To Reproduce

Steps to reproduce the behavior:

1. Compile latest master on Windows as static

## Expected behavior

Links

## Environment

 - PyTorch Version (e.g., 1.0): master
 - OS (e.g., Linux): Windows
 - How you installed PyTorch (, , source): source
 - Build command you used (if compiling from source): cmake -DUSE_CUDA=ON -DBUILD_SHARED_LIBS=OFF
 - Python version: 3.7
 - CUDA/cuDNN version: 10.1
 - GPU models and configuration: GTX 1060
 - Any other relevant information:

## Additional context

Did not have this issue in 1.0.1 but perhaps size has just gone over the threshold.

It appears MSVC has a 4GB code/data file size limit. I'm sure there's a workaround.
Although, Microsoft says to split up the library: https://developercommunity.visualstudio.com/content/problem/332991/static-lib-4gb-file-size-limit-lnk1248-image-size.html"
706,957,0,"Counter-intuitive behavior of expand and arithmetic op. I don't know if this is a bug (and it might have been reported already but I didn't find anything).
But it could at least be added to the documentation for the  operation on a tensor:

Even if you are aware that expand doesn't copy data, I believe most will find this result quite counter-intuitive. Of course, this can be fixed atm either by replacing  by  or  by , but that requires more memory. It would be awesome if the arithmetic ops like  had a special case when the tensor's  is 0 in some dimension

Edit: My torch version string is "
435,1829,0,"cuda out of memory with size 1 tensor. Hi, I have just built pytorch on OS X with CUDA support.

I'm having some trouble using CUDA features as it seems to run out of memory even with a size 1 tensor.


My laptop is fairly old, with an NVIDIA GeForce GT 650M 1024 MB. CUDA version is 8.0. Torch version is . OS X is 10.12.4. I am using Python 3.5.3 with Anaconda."
535,30400,0,"miniz is missing in .gitmodule. ## 🐛 Bug

miniz is missing in .gitmodule but there is miniz in the third_party

Steps to reproduce the behavior:

1.sync the lastest PyTorch code;
1.run build
1.report 'caffe2/CMakeList.txt missing miniz'

It seems that .gitmodule does NOT match third_party completely?
"
568,24958,0,"In Sparse Adam, initialize state['exp_avg']  and state['exp_avg_sq'] during optimizer initialization, not after step. ## 🚀 Feature
In the Sparse Adam optimizer, [ https://github.com/pytorch/pytorch/blob/master/torch/optim/sparse_adam.py ]

The 'exp_avg' and 'exp_avg_sq' are only initialized after the first step is taken. And then after each step, there is a check of if the state hasn't been initialized. Compare this to adagrad https://github.com/pytorch/pytorch/blob/master/torch/optim/adagrad.py ], where 'sum' is initialized when the optimizer is initialized. Is there any reason for this? 

## Motivation

For those doing manipulations of 'exp_avg' and 'exp_avg_sq', the code would be clearer if they didn't have to run the first step before coding the manipulators. 

Also, unless I am missing something, the code would seem more cleaner if the state was initialized during the optimizer init, instead of checking if it's been initiated already during each step, though there's probably no performance reduction in the way it's currently coded. 

## Pitch

Move 


to the  __init__ method. 


## Additional context

Here's a full code sample




If there is agreement on this, I already created a pull request, here 

https://github.com/pytorch/pytorch/pull/24960

cc @vincentqb"
516,14967,0,"ONNX - Pytorch-1.0 with Cuda-10.0. ONNX Export core dumps on GPU machine. ## 🐛 Bug

Pytorch-1.0-Cuda-10.0 with ONNX-1.2.1 and 1.3.0. Export onnx model core dumps on Ubuntu on GPU instance

## To Reproduce

 Steps to reproduce the behavior:
 
Spin up an Ubuntu with GPU instance like EC2 p2 or g3
 
1. install Cuda-10, cudnn-7.4.1, NCCL-2.3.7
2. anaconda
2. conda create -n pytorch_p27 python=2.7
3. conda install pytorch=1.0.0=py2.7_cuda10.0.130_cudnn7.4.1_1 torchvision=0.2.1 cuda100=1.0 -c pytorch
4. pip install -U onnx==1.2.1 or 1.3.0
 
example used to replicate:
https://github.com/onnx/tutorials/blob/master/tutorials/PytorchOnnxExport.ipynb
 
Error:
Illegal instruction (core dumped)



## Expected behavior

It should have exported a .onnx file with the model

## Environment

Please copy and paste the output from our
[environment collection script](https://raw.githubusercontent.com/pytorch/pytorch/master/torch/utils/collect_env.py)
PyTorch version: 1.0.0
Is debug build: No
CUDA used to build PyTorch: 10.0.130
 
OS: Ubuntu 16.04.5 LTS
GCC version: (Ubuntu 5.4.0-6ubuntu1~16.04.10) 5.4.0 20160609
CMake version: version 3.5.1
 
Python version: 2.7
Is CUDA available: Yes
CUDA runtime version: 10.0.130
GPU models and configuration:
GPU 0: Tesla M60
GPU 1: Tesla M60
GPU 2: Tesla M60
GPU 3: Tesla M60
 
Nvidia driver version: 410.79
cuDNN version: Probably one of the following:
/usr/local/cuda-10.0/lib64/libcudnn.so.7.4.1
/usr/local/cuda-10.0/lib64/libcudnn_static.a
/usr/local/cuda-8.0/lib64/libcudnn.so.6.0.21
/usr/local/cuda-8.0/lib64/libcudnn_static.a
/usr/local/cuda-9.0/lib64/libcudnn.so.7.3.1
/usr/local/cuda-9.0/lib64/libcudnn_static.a
/usr/local/cuda-9.2/lib64/libcudnn.so.7.3.1
/usr/local/cuda-9.2/lib64/libcudnn_static.a
 
Versions of relevant libraries:
[pip] Could not collect
[conda] blas                      1.0                         mkl 
[conda] cuda100                   1.0                           0    pytorch
[conda] mkl                       2018.0.3                      1 
[conda] mkl_fft                   1.0.6            py27h7dd41cf_0 
[conda] mkl_random                1.0.1            py27h4414c95_1 
[conda] pytorch                   1.0.0           py2.7_cuda10.0.130_cudnn7.4.1_1  [cuda100]  pytorch
[conda] torchvision               0.2.1                      py_2    pytorch

## Additional context

 complete list of packages
packages in environment:
 
Name                    Version                   Build  Channel
blas                      1.0                         mkl 
ca-certificates           2018.03.07                    0 
certifi                   2018.10.15               py27_0 
cffi                      1.11.5           py27he75722e_1 
cuda100                   1.0                           0    pytorch
freetype                  2.9.1                h8a8886c_1 
intel-openmp              2019.1                      144 
jpeg                      9b                   h024ee3a_2 
libedit                   3.1.20170329         h6b74fdf_2 
libffi                    3.2.1                hd88cf55_4 
libgcc-ng                 8.2.0                hdf63c60_1 
libgfortran-ng            7.3.0                hdf63c60_0 
libpng                    1.6.35               hbc83047_0 
libstdcxx-ng              8.2.0                hdf63c60_1 
libtiff                   4.0.9                he85c1e1_2 
mkl                       2018.0.3                      1 
mkl_fft                   1.0.6            py27h7dd41cf_0 
mkl_random                1.0.1            py27h4414c95_1 
ncurses                   6.1                  he6710b0_1 
ninja                     1.8.2            py27h6bb024c_1 
numpy                     1.15.4           py27h1d66e8a_0 
numpy-base                1.15.4           py27h81de0dd_0 
olefile                   0.46                     py27_0 
onnx                      1.3.0                     <pip>
openssl                   1.1.1a               h7b6447c_0 
pillow                    5.3.0            py27h34e0f95_0 
pip                       18.1                     py27_0 
protobuf                  3.6.1                     <pip>
pycparser                 2.19                     py27_0 
python                    2.7.15               h9bab390_4 
pytorch                   1.0.0           py2.7_cuda10.0.130_cudnn7.4.1_1  [cuda100]  pytorch
readline                  7.0                  h7b6447c_5 
setuptools                40.6.2                   py27_0 
six                       1.11.0                   py27_1 
sqlite                    3.25.3               h7b6447c_0 
tk                        8.6.8                hbc83047_0  
torchvision               0.2.1                      py_2    pytorch
typing                    3.6.6                     <pip>
typing-extensions         3.6.6                     <pip>
wheel                     0.32.3                   py27_0 
xz                        5.2.4                h14c3975_4 
zlib                      1.2.11               h7b6447c_3 

(opening this problem on behalf of a team member: @surajkota)
"
